"","TimeStep","X10Trial_Prey","X10Trial_Predator","X20Trial_Prey","X20Trial_Predator","X30Trial_Prey","X30Trial_Predator","X40Trial_Prey","X40Trial_Predatory","X50Trial_Prey","X50Trial_Predator","X60Trial_Prey","X60Trial_Predator","X70Trial_Prey","X70Trial_Predator","X80Trial_Prey","X80Trial_Predator","X90Trial_Prey","X90Trial_Predator","X100Trial_Prey","X100Trial_Predator"
"163",163,0.0364826797412468,9.8603705445466,3.64471245716943,4.62519480297116,29.3349314646151,3.74236132757368,84.3113668196646,4.27434932898383,141.595436659264,5.41597049075534,175.602881346909,6.19851295615336,180.374260943603,5.97260085713676,159.738953991264,4.98937023593331,123.028106671116,3.90126040826991,83.0245729631095,3.09514121597007
"164",164,0.040181888282429,9.36771175005997,4.20507989745108,4.41079256793783,34.1040986269361,3.6650251742552,97.5698778416841,4.42100809672598,162.245756925394,5.91204867278976,199.838690264623,6.97706404351236,205.676078477152,6.7512742797971,183.716776963885,5.53689850669978,142.834081188735,4.18616206951685,97.059759778567,3.197356932888
"165",165,0.0444541424688857,8.89970257490398,4.86061852534868,4.2088006747002,39.6749945521933,3.60676629555544,112.770281210674,4.63131491182433,185.102860191508,6.57565105104682,225.863554914069,8.02249818168466,232.92553798666,7.80228618439958,210.287920876392,6.27727472939183,165.421631297416,4.57478057894758,113.368364775956,3.34782378207605
"166",166,0.0493886845007079,8.45511307480497,5.62816848512893,4.01881801549413,46.17900913136,3.56952641390487,130.101590602993,4.92202385121474,209.951714058109,7.46404031566454,252.916366310813,9.43336323120737,261.33712851372,9.22952358220675,239.145154535533,7.28344604453596,190.938280894927,5.10280921619745,132.246664653827,3.55996990070427
"167",167,0.055090552280156,8.0327750079768,6.52761633313199,3.8404956996217,53.7664390290086,3.55588728607197,149.718277403303,5.31628579068291,236.271176289004,8.65792635795391,279.641120067706,11.347547020174,289.484382311228,11.18006459362,269.556177143922,8.66107457218093,219.382720879157,5.82199037486311,153.988056128231,3.85276555130521
"168",168,0.0616833626208704,7.63157878758949,7.58244677519665,3.67354019709679,62.6078528652041,3.56928031872898,171.702481376316,5.84641665191346,263.069227098632,10.2706484848736,303.836936493823,13.9534104279077,315.016717842637,13.8575154570227,300.120951056351,10.5626669952074,250.486824161291,6.80813494548969,178.852868574244,4.25340715170325
"169",169,0.0693126207277982,7.25047058965174,8.82039190002567,3.51771761026298,72.8947736679484,3.61428127982219,196.004535188646,6.55794006561114,288.664156931184,12.4590076193473,322.208709012023,17.4953013845688,334.366571043915,17.5299887208965,328.44436462469,13.2046113097402,283.530707983978,8.17307629917242,207.01610158613,4.80147086441442
"170",170,0.078149653692572,6.88844960928723,10.2741938008694,3.37285937766597,84.8391062428887,3.69702943169602,222.351582282824,7.5154290566857,310.43229901104,15.432526169018,330.279066085446,22.2576747882385,342.625463062251,22.5149315038963,350.763435832192,16.8813609159968,317.063668485659,10.0817405937252,238.479504101051,5.55537910142415
"171",171,0.0883962849166411,6.54456545877431,11.9824984519511,3.2388698196919,98.670400764079,3.82583063284996,250.111223316505,8.81072514613979,324.611213031285,19.4516544387634,322.822438879605,28.4960350911196,334.008667351328,29.1033737610388,361.702481434447,21.9586570266153,348.510865609118,12.7742072214063,272.926964389251,6.60245419955392
"172",172,0.100290389170475,6.21791570110855,13.990900616336,3.11573608130783,114.629518498907,4.01203534300626,278.096855533741,10.5738501334393,326.391204209218,24.7932968596576,295.395331190386,36.2703928830777,303.602609968072,37.3689841583391,354.617970366389,28.8032249107792,373.693538568916,16.5874468765385,309.492479445068,8.07431927177954
"173",173,0.114112495149636,5.90764351323861,16.3531612010001,3.00354123110275,132.956445402994,4.27133125542535,304.310681910544,12.9857120997618,310.746304867659,31.645946035015,247.333350247442,45.1709779570259,250.869920738414,46.8458560727494,323.400152860995,37.5772048231074,386.446029091523,21.9566962518291,346.401564421541,10.1695443994447
"174",174,0.130193634762061,5.61293547351843,19.1326195019394,2.90248156347368,153.868724274992,4.62566571351415,325.655909250928,16.2881173989463,274.556957896968,39.8975095276866,185.077127176284,54.0847183712392,183.521742887159,56.2557794690057,266.555445594376,47.8508183658339,378.884454124947,29.3439395177258,380.454416411629,13.1838132688944
"175",175,0.148924677004651,5.33301946831349,22.4038226486739,2.81288956066534,177.525016307381,5.10612771009943,337.743874285716,20.7780332105387,219.926961040493,48.8567728948891,121.994109608668,61.3903267529646,116.984504508315,63.767149191183,192.317572597647,58.2131736591026,343.481719889446,38.9947050478885,406.386899860984,17.5404625887468
"176",176,0.1707674303878,5.0671627130996,26.2543923899341,2.73526456147952,203.965365518827,5.75728672959743,335.116114777213,26.7567849865763,156.463137358406,57.1588558391632,71.5003490222703,65.8100686661294,65.7837218895944,68.0385600836622,118.826924603937,66.4979312274714,278.238380303031,50.4389381519245,416.382137697497,23.7916536728779
"177",177,0.196267852906631,4.81466988380049,30.7871437770473,2.67031404249291,233.015567700603,6.6437094853166,312.473039446348,34.3855755658783,98.3232257059643,63.2441669596173,38.7459900386461,67.2250081116308,34.1821691243924,69.1124617937911,63.5748629218792,71.0747793263824,193.545571807675,61.9510396999245,400.594369080282,32.5084906049054
"178",178,0.22607177428248,4.57488135453101,36.1224591088958,2.61900968272436,264.137803867134,7.85961174840969,267.521994233797,43.4108620977664,55.8041658215957,66.3003291141926,20.4481930999638,66.4684572006904,17.3944643728861,68.0192525617401,31.1041419774793,72.0396097129408,112.351192141192,70.8438371177301,350.486060060095,43.9057843582845
"179",179,0.260943613689469,4.34717153834941,42.4009002289748,2.58266426875816,296.205158775828,9.54265174746246,204.892789082528,52.853679392681,29.9666533867671,66.6851472183978,10.9462332409926,64.5041941885523,9.04177259390802,65.8014483990086,14.9176678878401,70.6783594758073,55.2275350090961,75.261034817877,266.699618336281,57.0988605139535
"180",180,0.301788669921914,4.13094732808249,49.7860073749243,2.5630383453048,327.180363770998,11.8921018360889,137.577969058633,61.0403332070871,15.9766771367279,65.3492205502171,6.07470034308939,61.9850624337348,4.90050978495354,63.1063377118318,7.35763853023341,68.1987977955344,24.7082276586643,75.6544645122082,167.757098938458,69.4721617947638
"181",181,0.349679672909702,3.92564663477802,58.4671743902935,2.56248987400112,353.707814477864,15.1883589490178,81.1155121374266,66.386121620026,8.73137858539705,63.1258229205739,3.52423361138101,59.2623499920807,2.7880794874501,60.2602740516896,3.81134521251988,65.2906400081337,10.9569958647773,73.7410290191598,84.764035529422,77.6530020246983
"182",182,0.40588841917956,3.73073702187033,68.6623938449864,2.58418692263765,370.726964879813,19.8011822509293,43.489172024653,68.4517597930506,4.9658997181338,60.5207072329795,2.14053667634205,56.5080868582082,1.66559104502375,57.4152707830968,2.08516257285026,62.2749531759444,5.06859353745921,70.8619577182292,35.8950244094283,80.3525337460512
"183",183,0.471923473493656,3.54571443372899,80.6205080114716,2.63241403675698,371.464035886586,26.1519553353018,22.4179028592816,68.0060821604282,2.95368203186545,57.79521163432,1.35906768731129,53.8036401477277,1.0424056453891,54.6401376048059,1.2036610715355,59.2910589187357,2.49060763552781,67.6780302932601,14.2314676895748,79.2191632189226
"184",184,0.549575109476567,3.37010201791413,94.6223440443672,2.713019891859,348.611734312133,34.5588684437137,11.6559459940099,66.1303317961196,1.83733165691702,55.0761597307362,0.899653336928538,51.1865809291258,0.681314895426052,51.9650879124697,0.730729890736599,56.3978723123095,1.30313497257461,64.4626881976029,5.80371161003725,76.3856100197217
"185",185,0.640968889517457,3.20344904120386,110.979689837174,2.83408119887275,297.857810534281,44.8785520855559,6.27901943299661,63.5946267822952,1.19286627015342,52.4235449160141,0.619082220925739,48.6733020610084,0.463531990142364,49.4022381052831,0.464759758158413,53.6191903077665,0.723726132924844,61.3235573711392,2.53125341493234,73.0096495704469
"186",186,0.748629555675286,3.04532990031824,130.030373280366,3.00690259135337,223.755099999614,56.0020517454305,3.54170434559395,60.8142073405806,0.806096739262246,49.8649019487056,0.441570905713702,46.2697697338977,0.327243210706549,46.9550257177654,0.308511290589221,50.9631508342983,0.424656749175719,58.3017609636157,1.18944484993674,69.5439730167227
"187",187,0.875557227108745,2.89534322927248,152.126561272725,3.24754612815708,143.198673114713,65.7326938466413,2.09618579059288,57.9888829159635,0.565356738469864,47.4118527861348,0.325571245570826,43.9767126313314,0.239034719100958,44.6226401452518,0.21298647434324,48.4307160000198,0.262005736190574,55.4114311517169,0.600146614435281,66.1494930864355
"188",188,1.02531828563699,2.75311110649821,177.611493276759,3.57920684680032,77.7100623467086,71.8588936934039,1.29986822490349,55.2109942425462,0.410381981604012,45.068064757284,0.247509963610063,41.7921945528723,0.180178060394515,42.4021744982419,0.152432894704258,46.0194952874695,0.1692257553059,52.6553777069434,0.323181994097995,62.8817178264361
"189",189,1.20215379116556,2.61827836633318,206.776709204045,4.03595477726691,37.4104837252511,73.8501081178136,0.842171699072034,52.5222115475001,0.307507160703293,42.833156641142,0.193572110802415,39.7129288097816,0.139814256897388,40.2897057148874,0.11277062485013,43.7255354079756,0.11396444573333,50.0315194676596,0.184596003323043,59.7579541740738
"190",190,1.41110881675453,2.49051202128094,239.786636571458,4.66869848574316,17.2648977918063,72.9203709797725,0.568278837506651,49.940333690263,0.237293569017182,40.7046703114675,0.155413378404343,37.7349696847484,0.111446355625452,38.2808535044081,0.0860151903215175,41.5441895935267,0.079739191026715,47.5356453086619,0.111204408914696,56.7810875448774
"191",191,1.65818674539082,2.36950080368835,276.549048815124,5.55475506851861,8.12824983110386,70.5333151826902,0.398134257266012,47.4716970405241,0.18816271788186,38.679095752388,0.12785086285829,35.8540857196337,0.0910730106175612,36.371077090801,0.067483914639417,39.470553545225,0.0577824902136024,45.1626534971307,0.0703022179180182,53.9483474749115
"192",192,1.95053334621029,2.2549548383298,316.49723627215,6.81317954569249,4.02077572511566,67.5799618307766,0.288760020295353,45.1170122973403,0.153015623638411,36.7524189285506,0.107581277467445,34.0659654094482,0.0761633778404468,34.555835659751,0.0543444229051354,37.4996894954299,0.0432428824191402,42.9071304328579,0.0464357766966399,51.2547227896464
"193",193,2.29665636938874,2.14660546101967,358.233158562204,8.62887306484549,2.1076921698045,64.4726876092712,0.216232130487967,42.8741896718599,0.12738180534037,34.9204216764257,0.0924489321918317,32.3663319990527,0.0650771617290761,32.8306757659314,0.0448343176386534,35.6267429196432,0.0333371789404604,40.7636293392112,0.0319224034148859,48.6943667030262
"194",194,2.70668749222033,2.04420520307331,398.968305746126,11.2885778644551,1.17034481536227,61.3849418076479,0.166770782828645,40.7397509656426,0.108375902844543,33.1788488189608,0.0810163903074107,30.7510076319324,0.0567273221099476,31.1912785048314,0.0378281740814848,33.8470030743695,0.0264151706731136,38.7268068166562,0.0227624719185992,46.2612028090928
"195",195,3.1926947441175,1.94752796757433,433.724119046702,15.2279337560973,0.685998294575773,58.3875362656514,0.132182937786532,38.7095576175213,0.0940932064524772,31.5235021657088,0.0723063120023448,29.2159485859724,0.0503788095042906,29.6334839772926,0.0325901056534437,32.1559332909755,0.0214684526908696,36.7914894510351,0.016784773003693,43.949195687968
"196",196,3.76905506988003,1.85636943150171,454.421721323394,21.0712592215572,0.422660450463748,55.5082132026716,0.107452094880828,36.7791964796915,0.0832503737691411,29.9502932048208,0.0656425994637959,27.7572636541677,0.045525574962744,28.1533026780722,0.0286284741507527,30.54918459169,0.0178635797219818,34.952704834834,0.0127649548712574,41.752473580843
"197",197,4.45289849768232,1.770547718544,449.553686728958,29.5929341463908,0.272581276589708,52.7562636689347,0.0894224967592296,34.9441886574167,0.0749667174850023,28.4552719176835,0.06055052995394,26.3712225303996,0.0418137370400988,26.7469192394601,0.0256084035668055,29.022599938647,0.0151924913732186,33.2056939735216,0.00998826143528057,39.6653828702418
"198",198,5.26463750445899,1.68990440189278,406.428297608377,41.4169000857086,0.183293834917835,50.1328308551869,0.076059030141358,33.2001040211428,0.0686280776738838,27.0346415201302,0.0566927209472382,25.0542581953793,0.0389925979710031,25.4106916661348,0.0232978597622985,27.5722131641664,0.0131862174555176,31.5459137520648,0.00802403158195194,37.6825099149438
"199",199,6.22859766441924,1.61430591589129,319.383955189545,56.1790552754739,0.128062213674058,47.6353783512503,0.0660191590452264,31.5426239877981,0.0638003384273696,25.6847647796018,0.0538273244525789,23.8029656796788,0.0368828287221766,24.1411479117124,0.0215336961584087,26.1942448795137,0.0116637481609439,29.9690340357401,0.00660518140189506,35.7986867848462
"200",200,7.3737685767293,1.54364548215411,203.833857500524,71.3127913843931,0.0926717364002457,45.2597097256886,0.0583988157567295,29.967575205918,0.0601734392591837,24.4021652373071,0.051780289777358,22.6140986456514,0.0353554562307678,22.9349809099503,0.0201998462867464,24.8850966944484,0.0105009851369364,28.4709318852187,0.00556164948063875,34.0089889024241
"201",201,8.73469744657598,1.47784569259632,99.2410154305192,82.2831131721845,0.0692631247877883,43.0009185352935,0.052577869876812,28.4709465165252,0.0575245050340239,23.1835253376494,0.0504267019235737,21.4845646779498,0.0343177803397689,21.7890427411665,0.0192130642635089,23.641344534854,0.00961145383870954,27.0476842637904,0.00478251862210434,32.3087286033783
"202",202,10.3525515859156,1.41686194296406,37.4306214767038,86.3348172175672,0.0533319698803505,40.8538509865153,0.048124026640019,27.0488961324202,0.0556931978409083,22.0256826915869,0.0496780849185613,20.4114198397913,0.0337038205816708,20.7003383556908,0.0185134503979716,22.4597315307831,0.00893406891899733,25.6955600181696,0.00419385138450349,30.6934466903056
"203",203,12.2763805395522,1.36068698217051,12.6010871367329,85.24964222022,0.042210200353329,38.8133372535398,0.0447318139874259,25.6977530275972,0.0545650303718538,20.9256252377113,0.049473699421178,19.3918628480498,0.0334677797988042,19.6660191183962,0.0180580692210968,21.3371607613696,0.00842522366165121,24.4110115831652,0.00374538412243096,29.1589030795442
"204",204,14.5646135355792,1.30935694425033,4.37892286415651,82.0613982792013,0.0342690530054623,36.8743087096047,0.0421831057016582,24.4140148833257,0.054059962679767,19.8804857832024,0.0497745673678023,18.4232290928411,0.0335795557848294,18.6833763404737,0.0178166038052114,20.2706880312271,0.00805358607002819,23.1906666722394,0.00340234802070087,27.7010671368596
"205",205,17.2868334639638,1.26295937491094,1.66130210509333,78.3176688984307,0.0284863872094626,35.0318569217642,0.040321137137738,23.1943439981298,0.0541245720207648,18.8875362323618,0.0505593982652221,17.5029846464566,0.0340216721610563,17.7498349029281,0.0177683763911395,19.2575147844833,0.00779662298337169,22.0313201066575,0.00314033091539708,26.3161080286876
"206",206,20.5258744728981,1.22164397455123,0.692469444042343,74.5318947617161,0.0242043542419564,33.2812620067169,0.0390331413136009,22.0355620205485,0.0547266882738851,17.9441817005588,0.0518218742025638,16.6287203545054,0.0347872159534646,16.8629470368457,0.0179003039588811,18.2949812200302,0.00763824861307019,20.9299258712213,0.00294198422232233,25.0003852685408
"207",207,24.3802962587557,1.18563708669588,0.314852735560132,70.8569110833594,0.0209897105380483,31.6180044578363,0.0382385975135943,20.9346440367273,0.0558517695460978,17.0479546411691,0.0535689344994687,15.7981460682345,0.0358785093423317,16.0203862999836,0.0182055075030517,17.3805596447534,0.00756721856310905,19.8835894456375,0.00279487367666653,23.7504395558528
"208",208,28.9672936762167,1.1552614157901,0.154728359792791,67.3363750214794,0.0185511250320509,30.0377678877058,0.0378812027422053,19.8887123463184,0.0575005391168083,16.1965090675445,0.0558198228799395,15.0090850546747,0.0373063354154807,15.219941772564,0.018682389913464,16.5118480844248,0.00757602760418819,18.8895604368228,0.00269005362876071,22.5629839575385
"209",209,34.4261044444201,1.13096314170459,0.0814855631366915,63.9799751172669,0.0166890061607755,28.5364367277083,0.0379233598439234,18.8950301373471,0.0596875669082291,15.3876149221705,0.0586057427625085,14.2594686064103,0.0390895999708633,14.4595124841885,0.0193340600551058,15.6865641609876,0.00766015481202232,17.9452255228129,0.00262110798580639,21.4348954552984
"210",210,40.921978780913,1.11334963985847,0.0456482327450098,60.7861898057054,0.0152643597093776,27.1100911360913,0.0383424015411042,17.9509951935069,0.0624405873376238,14.6191526253572,0.0619700238242367,13.5473308628388,0.0412553543772297,13.7371020765379,0.0201680223306589,14.9025392379118,0.00781755371801278,17.0481017098779,0.00258349782643959,20.3632068657092
"211",211,48.6507698337153,1.10324262820357,0.0270300578946799,57.7496550975601,0.0141790498227001,25.7550003974695,0.0391280391916063,17.0541337180974,0.0658004200420919,13.8891078225656,0.0659687444258347,12.8708038481132,0.0438391351098381,13.0508137017253,0.0211960793554534,14.1577128307604,0.00804831995254417,16.1958298988349,0.00257411438495851,19.3450991307244
"212",212,57.8441877687036,1.10175409996887,0.0168263042667674,54.8637333192028,0.0133630454490463,24.4676155590299,0.0402806989049215,16.202094327005,0.0698214127631631,13.1955663405661,0.0706717856148893,12.2281127264772,0.0468855982801731,12.3988451530242,0.0224344151800189,13.450127277227,0.00835449173382496,15.3861687531141,0.00259097228244175,18.3778939706861
"213",213,68.775724612109,1.11039646600397,0.010960026419724,52.1214698071127,0.0127660359514044,23.2445617429371,0.0418105218537535,15.392642242338,0.074572364474712,12.5367093566219,0.0761643171270642,11.6175712727144,0.0504494452063801,11.7794842226459,0.0239038408204086,12.7779226591052,0.00873995388395868,14.6169888590781,0.00263300060005309,17.4590468887657
"214",214,81.7671863189693,1.13124496425991,0.00743950484246078,49.5159675694432,0.0123518340328356,22.0826303967012,0.0437368821759014,14.6236537046259,0.0801379167750991,11.9108087808502,0.0825487367258641,11.0375775534613,0.0545966498091582,11.1911042799575,0.0256301946919029,12.1393319675792,0.00921042657524361,13.8862671679327,0.00269990391071896,16.5861405140083
"215",215,97.1956364051128,1.16718143381196,0.00524366300583291,47.0405375652515,0.0120945909827177,20.9787716378518,0.0460883284204776,13.8931106124137,0.0866204261020799,11.3162228492105,0.0899471032355171,10.4866098138718,0.0594060117574837,10.632160062761,0.0276448992126965,11.532676502642,0.00977352744874773,13.1920817079802,0.0027920748364877,15.7568782692936
"216",216,115.500314263539,1.22226730438094,0.00382574834094546,44.6887573517155,0.0119762125564646,19.9300867856215,0.0489028916577037,13.1990953920377,0.0941423508718488,10.7513919227951,0.0985041221274313,9.96322256335376,0.0649710718520222,10.1011836738486,0.0299856822595541,10.9563614971895,0.0104389012117066,12.5326065557539,0.0029105459706123,14.9690783502122
"217",217,137.188654538547,1.30232619693194,0.00288121861616215,42.4544904520691,0.0119845855116237,18.933821133296,0.0522287306698793,12.5397860963678,0.102849207938653,10.2148344879661,0.108390761631284,9.46604285367823,0.0714024389197857,9.59678077488645,0.0326974789657096,10.4088719563046,0.0112184150364409,11.906107054608,0.00305697325797486,14.2206680008923
"218",218,162.839741658982,1.41587426581274,0.00223425565709279,40.3318882501338,0.0121123626296107,17.9873569906296,0.0561251056970042,11.91345172866,0.112913173163266,9.70514335120408,0.119808598012095,8.99376674258887,0.0788305911726888,9.11762696969523,0.0358335360403711,9.88876870236119,0.0121264215396602,11.310935269528,0.00323364589167716,13.5096780730494
"219",219,193.102083994113,1.57564115218865,0.00177998929367039,38.3153839493766,0.0123561412493451,17.0882070104888,0.060663689461533,11.3184477859645,0.124537422478031,9.22098202217566,0.13299501177174,8.5451559360437,0.0874092301660953,8.66246436913459,0.0394567477515358,9.39468461679282,0.0131800941567312,10.7455256672207,0.00344351992002462,12.834237854912
"220",220,228.679904891791,1.80111868469373,0.00145397742027686,36.399682952881,0.0127159265040176,16.2340078042639,0.0659302393370964,10.753212015468,0.137961333636057,8.76108127840064,0.148229382983033,8.11903460235582,0.0973192827808415,8.2300983300197,0.0436412602905427,8.92532106965431,0.014399842587502,10.2083910108997,0.00369027436691231,12.1925701571201
"221",221,270.297089375003,2.12294239997364,0.00121552973314498,34.5797517295541,0.0131948073037745,15.4225138445008,0.0720266687862922,10.2162603765364,0.153466695790648,8.32423590493787,0.165840464684389,7.71428635172756,0.108773666670077,7.81939436078541,0.0484743897488768,8.47944452843157,0.0158098188687162,9.69811845957832,0.00397838994911877,11.5829866431932
"222",222,318.618255733767,2.59062043159861,0.00103830851585353,32.8508061757928,0.0137987977813496,14.651591649374,0.0790735705197976,9.70618320091196,0.171385105155651,7.90930160267029,0.186215149288478,7.32985137497446,0.122022958046472,7.4292751869419,0.0540589087094004,8.05588333790891,0.0174385276803265,9.21336586209562,0.00431325156252196,11.0038833926712
"223",223,374.087717248678,3.28650837320289,0.00090487750097444,31.2082999762749,0.0145368138341733,13.9192142412557,0.0872132590056032,9.22164154342818,0.192106761317967,7.51519205902365,0.209808885465641,6.96472373559379,0.137362128311248,7.05871796972926,0.0605157678319045,7.65352466327541,0.0193195578602405,8.75285823652646,0.00470127670265387,10.4537366855549
"224",224,436.610836547913,4.35162536959289,0.000803456116247405,29.6479132171497,0.0154207663395768,13.223455870219,0.0966134166828855,8.76136371566916,0.216090921510145,7.14087617527961,0.237158053313359,6.61794880973864,0.155138548738789,6.70675167176627,0.0679873321821001,7.27131158903325,0.0214924559208581,8.31538442605127,0.00515007295582987,9.93109899718585
"225",225,504.933335927885,6.03401089407431,0.000725939367413974,28.1655413770894,0.0164657613757287,12.5624869925313,0.10747144718574,8.32414199516907,0.243878320681114,6.78537544502874,0.26889466540958,6.28862086910835,0.175761501275454,6.37245456389906,0.0766412278544886,6.90824036665799,0.0240037667726107,7.89979392278195,0.00566862870332508,9.43459519321092
"226",226,575.45227061576,8.77908359914074,0.000666662487995205,26.7572847547102,0.0176904045198273,11.9345694938178,0.120019660754884,7.90882950299742,0.276105925130093,6.44776147874603,0.30576383244663,5.97588080225742,0.19971347972094,6.05495186788507,0.0866749131852401,6.56335780434911,0.0269082720183914,7.50499385145373,0.00626754227282522,8.9629189147675
"227",227,640.023288828401,13.3920730102348,0.000621614205328533,25.4194383550527,0.0191172118026364,11.338052146489,0.134531442566681,7.51433724288146,0.313524458675038,6.12715366995683,0.348644516772531,5.67891397036089,0.227563620594346,5.7534135299979,0.0983211111433319,6.23575879259955,0.030270462261557,7.12994610529709,0.00695929599552816,8.51482914450231
"228",228,682.315560471676,21.2937079719636,0.000587926206664502,24.1484822383841,0.0207731347200261,10.7713662911089,0.151328584787844,7.13963129536661,0.357019225034125,5.82271699899658,0.398574197957145,5.39694819405984,0.259983668576587,5.46705212111166,0.111854266038896,5.92458395970288,0.0341662870687951,6.77366462679675,0.00775858303095438,8.08914694449356
"229",229,673.488389671905,34.758050862776,0.00056353619240622,22.9410723239904,0.0226902112331917,10.2330217315965,0.170789998747064,6.78373016089811,0.407634850935202,5.53365997095733,0.456778194569937,5.12925186865471,0.297766959624444,5.19512085932283,0.127598219342692,5.62901745170814,0.0386852347810853,6.43521282642706,0.00868269645496081,7.6847523575871
"230",230,574.094630569235,56.4292920233424,0.000546962185415691,21.7940316359155,0.0249063592333924,9.72160283444135,0.193362065839675,6.44570224611889,0.46660469454837,5.25923268506685,0.524704529403339,4.87513220563003,0.341850998117712,4.93691175169985,0.145935337176361,5.34828483172622,0.0439328045467365,6.11370113282476,0.00975199202542824,7.3005814640798
"231",231,364.956021108839,86.0035809795995,0.000537149510772839,20.7043419746309,0.0274663337548813,9.2357648224518,0.21957093598664,6.12466348811504,0.5353858068523,4.99872503347408,0.604065395786665,4.63393359929827,0.393344315641878,4.69175385232479,0.167317367109302,5.08165109389014,0.0500334450868283,5.80828466822045,0.0109904383083269,6.93562358608803
"232",232,124.071978176342,113.090926646046,0.000533366141301942,19.6691359972265,0.030422874514907,8.77423025392831,0.250037142237082,5.81977511180398,0.615700503869967,4.75146502823566,0.696886485606906,4.40503611826706,0.453558431688225,4.45901163441676,0.192278355715184,4.82841878767723,0.0571340491842332,5.51816104330142,0.0124262705384655,6.58891863232678
"233",233,8.57222398390527,121.467795296514,0.000535130857866492,18.6856896882163,0.0338380763580868,8.33578567853787,0.285492971310318,5.5302415161512,0.709585810523908,4.51681725623588,0.805565681333981,4.18785412249314,0.524045894788014,4.2380834750197,0.221450022606232,4.58792624871857,0.0654081101765349,5.2425682660208,0.0140927677913464,6.25955457639592
"234",234,0,116.435654679801,0.000542164137912968,17.7514152030947,0.037785022106754,7.91927846156327,0.326803114747285,5.25530828542615,0.819452278291144,4.29418146285784,0.932942902005642,3.98183500792799,0.606645571277087,4.02840025151557,0.255580063412534,4.35954593265413,0.0750606673843229,4.98078275920252,0.0160291768583916,5.94666506202525
"235",235,0,110.613871945811,0.000554355158292352,16.8638540671206,0.0423497254107078,7.52361376859685,0.374989226530397,4.99426032227148,0.948153966118029,4.08299126649808,1.08238323533073,3.7864580822392,0.703536573813371,3.82942405011171,0.295553945835865,4.14268284904734,0.0863341920811668,4.73211748212039,0.0182818107701017,5.64942712906998
"236",236,0,105.083178348521,0.000571740545042845,16.0206707123291,0.0476334407208863,7.1477517031442,0.431259133683076,4.74642009997324,1.09907171571208,3.88271300753613,1.25787589490189,3.60123357687674,0.817302489817104,3.64064698748202,0.342420872379213,3.93677309285736,0.0995155951008798,4.49592015155402,0.0209053553467906,5.36705905437422
"237",237,0,99.8290194310947,0.000594491984001224,15.2196463363797,0.0537554087946703,6.79070458999403,0.497041590215588,4.51114603199499,1.27621225838639,3.69284473720614,1.46415202479963,3.42570180294116,0.951007889306382,3.46159014795533,0.397424714086903,3.74128247149131,0.114944572426976,4.27157155814573,0.0239644236491597,5.0988183019322
"238",238,0,94.83756845954,0.000622910803338356,14.4586730675184,0.0608561195412146,6.45153439759557,0.57402763628433,4.28783095759268,1.48432617284427,3.51291535406777,1.70682494744819,3.25943246102524,1.10828947176515,3.29180264009781,0.462040875738776,3.55570522603329,0.133023547248949,4.05848397420479,0.0275354059600158,4.84399957707749
"239",239,0,90.095690036563,0.000657428327449081,13.7357484206061,0.0691011899642142,6.12935029306432,0.664219828847459,4.07590074318242,1.72904828538283,3.34248389856741,1.99255713054783,3.10202411861298,1.29346466402669,3.13086077830207,0.538020239321477,3.37956284588813,0.154229517351721,3.85609964942925,0.0317086722037692,4.60193297971844
"240",240,0,85.5909055347349,0.000698611291834693,13.048970029846,0.0786859739674745,5.82330632381006,0.769990853676592,3.87481300011733,2.01706478192202,3.18113901969278,2.32925895389066,2.95310387295901,1.51166101898482,2.97836739717169,0.627441555074306,3.21240297680487,0.179128176944149,3.66388939134558,0.036591194800947,4.37198225191688
"241",241,0,81.3113602579981,0.000747171972105003,12.3965306445115,0.0898410434629699,5.53259922014936,0.894153318713935,3.68405592068126,2.35631210347622,3.02849863219116,2.7263253082902,2.81232722294891,1.76897040383659,2.83395130920762,0.732773914896249,3.05379842308392,0.208390754061012,3.48135122760549,0.0423096732186746,4.15354311537528
"242",242,0,77.2457922450982,0.000803982964036806,11.7767133746261,0.102838707285558,5.25646631362889,1.04004287417867,3.50314723547501,2.75621364434753,2.88420978856399,3.19491718111705,2.67937818068459,2.07263272468488,2.69726691973915,0.856951259617627,2.90334624575551,0.242814090798495,3.30800914763269,0.0490142573432975,3.94604169465843
"243",243,0,73.3835026328433,0.000870096787588729,11.1878871741718,0.118000766736832,4.99418356614803,1.21161721581986,3.33163329702071,3.22796138949303,2.7479487975082,3.74829670349866,2.55396966303454,2.43125483277124,2.56799401743725,1.00346124931709,2.76066695969014,0.283344596622838,3.14341192148459,0.0568829857808633,3.74893302222861
"244",244,0,69.7143275012011,0.000946770698204955,10.6285025500079,0.135707745183899,4.74506370533066,1.41357401638915,3.16908829642914,3.78485094120504,2.61942163025145,4.40222568351052,2.4358442159516,2.85507132067127,2.44583776443081,1.17645127601732,2.62540383402196,0.331106828118281,2.98713199419328,0.0661270778990676,3.56169962162098
"245",245,0,66.2286111261411,0.00103549729004451,10.0970874852622,0.156409875258635,4.50845446196033,1.65149141095222,3.01511362247916,4.44267992521934,2.49836466916154,5.17543946052769,2.32477514112251,3.35625517224312,2.33052891746551,1.38085493431482,2.49722230201145,0.387437595744258,2.83876445428338,0.076997245595561,3.38385016532826
